date,forecast_origin_date,actual_target,pred_target,actual_var,pred_var,qlike,error_sq
2025-09-28,2025-09-27,-8.80421786803202,-8.644531487268516,0.0001500986417952001,0.00017608715488809035,0.012097544141690397,6.75402812779327e-10
2025-09-29,2025-09-28,-8.406305640129752,-8.687229495831993,0.0002234538528597999,0.00016872683767881936,0.0434287102477553,2.9950461906192747e-09
2025-09-30,2025-09-29,-8.56534301788747,-8.692544286305834,0.0001905981986206001,0.00016783246868641198,0.00844421512753013,5.182784594363894e-10
2025-10-01,2025-09-30,-7.781314658354283,-8.387426673659535,0.0004174629924860001,0.0002277125036315116,0.22717734078839635,3.600524802051735e-08
2025-10-02,2025-10-01,-8.27059504345373,-8.686184520656223,0.0002559329547089002,0.00016890324519036235,0.09967390861429282,7.574170338881079e-09
2025-10-03,2025-10-02,-8.341226134394212,-8.05767507149336,0.00023847975536740016,0.0003166621670377071,0.036655806318287576,6.112489494585351e-09
2025-10-04,2025-10-03,-9.607240473106533,-7.918188438262623,6.724011943968312e-05,0.0003640612489041101,0.8737467837979027,8.810278289653813e-08
2025-10-05,2025-10-04,-7.491282495555009,-8.757974747086713,0.000557926962596,0.00015720266155725305,1.2823997432220606,1.605799654429923e-07
2025-10-06,2025-10-05,-8.379338528243991,-7.810761243123862,0.00022956174385460013,0.0004053493609284081,0.13490798487936084,3.090128631648774e-08
2025-10-07,2025-10-06,-7.872621454509474,-8.81858195473402,0.0003810341880268,0.00014795802271512948,0.629324188676627,5.4324498836393165e-08
2025-10-08,2025-10-07,-7.9716323601807195,-7.443003930337996,0.00034511517357979995,0.0005855236807854469,0.11804133655140747,5.77962503368476e-08
2025-10-09,2025-10-08,-7.389328806306225,-8.545443356745988,0.0006178104848800001,0.00019442902787392485,1.021447328460591,1.7925185813658714e-07
2025-10-10,2025-10-09,-6.948843349642092,-8.300339832936995,0.0009597446008852,0.00024843238725323776,1.511704789197739,5.059650652620023e-07
2025-10-11,2025-10-10,-6.753374538369062,-6.633125189668481,0.0011669351017938002,0.0013160437661640075,0.006948669138262753,2.2233393790267126e-08
2025-10-12,2025-10-11,-7.5912920330928415,-7.179987065250333,0.0005048283774453002,0.0007616776941974315,0.0740897848493336,6.597157151603669e-08
2025-10-13,2025-10-12,-7.8297190244940875,-8.001686527212149,0.0003977372190072002,0.0003348973378743942,0.015671678792755328,3.948850660785183e-09
2025-10-14,2025-10-13,-7.579849503065665,-7.648356094600561,0.0005106380666955,0.00047682734412572757,0.0024010774474874097,1.1431649606901211e-09
2025-10-15,2025-10-14,-8.721562748975932,-7.389781561011873,0.00016303221331630003,0.0006175308315877215,0.5957879040278835,2.0656899401063125e-07
2025-10-16,2025-10-15,-7.0475653797015,-8.015943001456451,0.0008695233415786001,0.00033015675489427205,0.6652900688858128,2.909163148315028e-07
2025-10-17,2025-10-16,-6.94865896903834,-7.176609634729815,0.0009599215754889997,0.0007642545568263262,0.02807265966870598,3.828558219233905e-08
2025-10-18,2025-10-17,-8.786847107426851,-7.63045130270764,0.00015272874669589997,0.0004854417277308633,0.47101403077900894,1.1069792774917186e-07
2025-10-19,2025-10-18,-8.266866302412213,-7.960363450511505,0.00025688904381760016,0.0003490262406388116,0.04251934666565527,8.489263038070659e-09
2025-10-20,2025-10-19,-7.8281251991940195,-7.842962276000713,0.0003983716480998998,0.00039250460983795163,0.00011061201055206915,3.442213796716406e-11
2025-10-21,2025-10-20,-6.19180970157155,-7.633752681632653,0.0020461205331670992,0.000483841743172461,1.7869608694924564,2.440715017667111e-06
2025-10-22,2025-10-21,-8.333570748881174,-8.298411812681822,0.0002403124157423999,0.0002489118319689461,0.0006109088769856719,7.394995943738574e-11
2025-10-23,2025-10-22,-7.651607849573165,-7.681588359548779,0.0004752793366729001,0.00046124169898647144,0.00045393399127235945,1.9705527181544256e-10
